User_id;trust_value
0;0.0
1;0.0
2;1.1890164595217793e-06
3;3.067860509370283e-05
4;1.0413964583585981e-06
5;0.0002297367924836079
6;2.470334974001043e-07
7;1.8118823345456612e-06
8;7.902254722968929e-06
9;1.8802659849166318e-05
10;0.000466461387951669
11;0.0002180663097473737
12;0.006566129160319689
13;0.0008693478978344187
14;0.0011187251095045629
15;0.0007529804611391557
16;0.0009250326061428218
17;0.000448477926579887
18;0.00027382941352685735
19;0.00016334099877124498
20;0.0006227513831023752
21;0.00017492634543271417
22;0.0020390742519843814
23;0.0005541779271795117
24;0.0010979799059855715
25;7.42346463015501e-05
26;0.00029194027282469076
27;0.00018322733397321396
28;0.0005734775058660914
29;0.00043689162998751237
30;0.0005872420172550722
31;0.0009048766898293716
32;0.00027355812804571756
33;0.001468907932493678
34;0.00038054992113356536
35;0.00036995653253764084
36;0.000500585797782243
37;0.00011890089628491374
38;0.0002610817785747519
39;0.0004137968597952876
40;0.0002187030730117763
41;7.06744557860183e-05
42;0.0005898678166383053
43;0.0
44;0.0
45;0.0003102292397756522
46;0.00036891771196383524
47;0.0003071522454867921
48;0.0019739841195003972
49;0.0017563460412596175
50;0.00034718855780147765
51;0.0003277339453823588
52;0.0005115145067382031
53;0.0002975777753913375
54;0.000423950656538182
55;4.5257102777919034e-06
56;0.0010988170995800907
57;0.0001351873367503746
58;3.070767728983994e-05
59;4.908720245284866e-06
60;0.0004827043814030707
61;0.0004965454321763851
62;0.000340582974612209
63;0.00019300730551980678
64;0.000891955501705207
65;6.649376743079494e-05
66;0.0011206391196425525
67;0.00041436189176122804
68;0.0
69;7.190841968569123e-06
70;0.0015545498699983083
71;1.6594577309842432e-05
72;7.496368710497344e-05
73;5.7509569414965606e-05
74;0.0008734669183686437
75;0.0
76;1.8097752985010003e-05
77;0.0018534561048208858
78;0.001688129339197621
79;0.0020437254639068085
80;0.0011535860755393357
81;0.0007187756582063706
82;0.0012106639540137476
83;0.001023505856001963
84;0.0009556589983286364
85;0.00021482922733749934
86;0.001034043556301758
87;0.0006104577223915513
88;0.005356233155305088
89;0.0003659615854699308
90;0.0015558362880963052
91;0.000528061826096438
92;0.0022080718300671017
93;0.0006212089942187302
94;0.0006826012283244491
95;0.0001536618642185249
96;0.001622031443802018
97;0.0003854801633848746
98;0.0006055131588959343
99;0.002254069817954409
100;0.0006009670047984632
101;0.0005819813840031268
102;0.000647299936786086
103;0.0019428400195611651
104;0.00029555041573963955
105;0.0008832726022083391
106;0.00010477942872687962
107;0.0004022238315512278
108;9.137695383129597e-05
109;0.00023590297744671034
110;0.0006875622904166269
111;0.00029987461235047257
112;0.00023612015742268663
113;0.0002839569652279027
114;0.001242890531004913
115;0.0010936114352219038
116;4.381705425138856e-06
117;5.648351678059492e-05
118;0.0
119;1.0361030943979512e-06
120;2.2618723521598458e-05
121;2.024618654725168e-07
122;0.00010355610574815415
123;0.0002645945672877116
124;2.2884738849497463e-05
125;1.0594993832556819e-05
126;0.00047700081150105466
127;0.0
128;7.27260245138762e-05
129;0.0001660759053234728
130;0.0004491699194579207
131;0.00020432260114220565
132;0.0005178329633056261
133;0.00038764744678571826
134;5.6448926677371616e-05
135;0.00034986546622607433
136;0.0007543134786142371
137;1.9577066415190407e-05
138;0.0002325339473609811
139;0.00016173023447235314
140;0.00023335240506797508
141;0.0016251985889883598
142;0.00010285302407532851
143;0.0006884317698633734
144;3.638240263992387e-05
145;0.001196584555744104
146;0.0008482304722788347
147;0.0003032077203748135
148;0.00026869994427724446
149;0.0026743035546634253
150;2.1224170929312207e-05
151;0.00011881323318639257
152;1.18165624510327e-05
153;0.0001746869747525774
154;1.8683145711612586e-05
155;4.083658765067225e-05
156;0.001192589120394287
157;0.00027474729658080385
158;0.00036816217974482444
159;0.0001644608906963119
160;0.00021648935928629084
161;0.0007365140918650316
162;9.063647992737507e-05
163;1.673496899725091e-05
164;0.00010632649702896079
165;1.8891648381473985e-05
166;0.0002462955168234637
167;1.2959181806497604e-05
168;0.0002513090584888901
169;1.0429059615657903e-05
170;3.249779166677917e-05
171;0.00032777850968277724
172;0.0032204672120855586
173;0.0003762878670602762
174;2.473891366952621e-06
175;8.791208746861817e-05
176;4.899355101183305e-05
177;1.5400019043827213e-05
178;0.0007043280058578083
179;2.4088619197271656e-05
180;0.0021114638575122084
181;1.572404779611558e-05
182;0.0010803356178807361
183;0.0003806697079797858
184;1.1248830151077081e-05
185;0.0
186;0.0
187;3.8946155303249e-05
188;0.0
189;7.196213220835569e-05
190;0.0004960020703374208
191;0.001122224111880482
192;0.0010353094268808975
193;0.0006340350899427684
194;0.002625365340536581
195;0.00034155895336429533
196;0.0006997113187728499
197;0.0003483469447743497
198;0.0007271989656681638
199;0.0006391418482611583
200;1.6652633796242877e-05
201;2.0221251547597535e-06
202;0.00026951598574087126
203;4.024424544685521e-05
204;0.00021136240151405222
205;0.00046617928102075793
206;1.304608080702131e-05
207;0.00013436872602752152
208;2.9309070833025755e-05
209;0.0005349197422001798
210;0.00027612345497565895
211;0.00022043532672012025
212;0.00011921147831486387
213;1.9635688722196564e-05
214;0.00021866306016571544
215;3.8979682938997266e-05
216;0.0005391382495441205
217;0.000660170746140882
218;0.0014931999743839266
219;0.00014282643086700652
220;0.0004143100699374023
221;0.0007980338007931308
222;0.00034708385677947136
223;3.696522146643485e-05
224;0.0003560120335184989
225;0.001966330906151913
226;0.00010813044092384019
227;0.00010308663012096456
228;0.0007725154810020011
229;0.0004043501669316287
230;3.5766124061942166e-05
231;0.0003022051662666893
232;0.00024074117379493197
233;0.00043223063216339983
234;1.1930044092479121e-05
235;1.517123484488593e-05
236;7.766077045942789e-05
237;0.0007752614685396926
238;0.0011449052657453347
239;0.00013372765200772818
240;0.00030727138342670046
241;4.301889613964316e-05
242;5.6051276675753545e-05
243;0.00024032172949155822
244;9.534267107457136e-05
245;1.9931528159066466e-05
246;0.0004696214455493566
247;9.55167784643551e-05
248;1.6737990202892564e-05
249;0.0004771924027557196
250;0.0005225753140413326
251;0.00028356238962725126
252;0.00012284056299067227
253;6.84405920513234e-05
254;5.6969776340112174e-05
255;0.000330136358491891
256;5.59670849974356e-05
257;0.0003868932873040984
258;0.00033632423913421475
259;5.565812516774614e-05
260;0.0005390232151442887
261;0.00023598750774252728
262;0.000539106908896107
263;0.00024790580739549387
264;0.00013534730672801863
265;0.0005004266548368103
266;0.0022593112993879606
267;0.00019150956522248237
268;2.9936308095899798e-05
269;0.001576267693465262
270;0.00023502692119381727
271;0.0005367100898520581
272;0.0001278362884232991
273;0.0001531633153534373
274;0.0002464468736351048
275;0.00030579903817651
276;4.7034450198624274e-05
277;0.0002898300134180743
278;0.0002038270441322378
279;0.0007440737049401451
280;0.00010437474779105422
281;6.636221787753681e-05
282;0.0001089809351808112
283;0.0007304335503931021
